# filename,angle_deg
shot_000.jpg,0.00
shot_001.jpg,30.00
shot_002.jpg,60.00
shot_003.jpg,90.00
shot_004.jpg,120.00
shot_005.jpg,150.00
shot_006.jpg,180.00
shot_007.jpg,210.00
shot_008.jpg,240.00
shot_009.jpg,270.00
shot_010.jpg,300.00
shot_011.jpg,330.00
